WKT,longitude,latitude,AVS,Unique_ID,nam,laa,adm_code,Loc ID,DEM
"POLYGON ((140.091666666656 35.6749999999996,140.099999999989 35.6749999999996,140.099999999989 35.683333333333,140.091666666656 35.683333333333,140.091666666656 35.6749999999996))",140.095833333323,35.6791666666663,252,123117,Chiba Ken,Chiba Shi,12100,1400958356792,25
"POLYGON ((140.083333333322 35.6749999999996,140.091666666656 35.6749999999996,140.091666666656 35.683333333333,140.083333333322 35.683333333333,140.083333333322 35.6749999999996))",140.087499999989,35.6791666666663,238,123118,Chiba Ken,Chiba Shi,12100,1400875356792,31
"POLYGON ((140.074999999989 35.6749999999996,140.083333333322 35.6749999999996,140.083333333322 35.683333333333,140.074999999989 35.683333333333,140.074999999989 35.6749999999996))",140.079166666656,35.6791666666663,236,123119,Chiba Ken,Chiba Shi,12100,1400792356792,7
"POLYGON ((140.066666666656 35.6749999999996,140.074999999989 35.6749999999996,140.074999999989 35.683333333333,140.066666666656 35.683333333333,140.066666666656 35.6749999999996))",140.070833333322,35.6791666666663,236,123120,Chiba Ken,Chiba Shi,12100,1400708356792,22
"POLYGON ((140.124999999989 35.6749999999996,140.133333333322 35.6749999999996,140.133333333322 35.683333333333,140.124999999989 35.683333333333,140.124999999989 35.6749999999996))",140.129166666656,35.6791666666663,244,123121,Chiba Ken,Chiba Shi,12100,1401292356792,28
"POLYGON ((140.116666666656 35.6749999999996,140.124999999989 35.6749999999996,140.124999999989 35.683333333333,140.116666666656 35.683333333333,140.116666666656 35.6749999999996))",140.120833333323,35.6791666666663,244,123122,Chiba Ken,Chiba Shi,12100,1401208356792,27
"POLYGON ((140.108333333322 35.6749999999996,140.116666666656 35.6749999999996,140.116666666656 35.683333333333,140.108333333322 35.683333333333,140.108333333322 35.6749999999996))",140.112499999989,35.6791666666663,241,123123,Chiba Ken,Chiba Shi,12100,1401125356792,29
"POLYGON ((140.099999999989 35.6749999999996,140.108333333322 35.6749999999996,140.108333333322 35.683333333333,140.099999999989 35.683333333333,140.099999999989 35.6749999999996))",140.104166666655,35.6791666666663,252,123124,Chiba Ken,Chiba Shi,12100,1401042356792,27
"POLYGON ((140.158333333322 35.6749999999996,140.166666666656 35.6749999999996,140.166666666656 35.683333333333,140.158333333322 35.683333333333,140.158333333322 35.6749999999996))",140.162499999989,35.6791666666663,196,123125,Chiba Ken,Yotsukaido Shi,12228,1401625356792,26
"POLYGON ((140.149999999989 35.6749999999996,140.158333333322 35.6749999999996,140.158333333322 35.683333333333,140.149999999989 35.683333333333,140.149999999989 35.6749999999996))",140.154166666655,35.6791666666663,242,123126,Chiba Ken,Yotsukaido Shi,12228,1401542356792,26
"POLYGON ((140.141666666656 35.6749999999996,140.149999999989 35.6749999999996,140.149999999989 35.683333333333,140.141666666656 35.683333333333,140.141666666656 35.6749999999996))",140.145833333323,35.6791666666663,195,123127,Chiba Ken,Yotsukaido Shi,12228,1401458356792,30
"POLYGON ((140.133333333322 35.6749999999996,140.141666666656 35.6749999999996,140.141666666656 35.683333333333,140.133333333322 35.683333333333,140.133333333322 35.6749999999996))",140.137499999989,35.6791666666663,246,123128,Chiba Ken,Chiba Shi,12100,1401375356792,22
"POLYGON ((140.191666666656 35.6749999999996,140.199999999989 35.6749999999996,140.199999999989 35.683333333333,140.191666666656 35.683333333333,140.191666666656 35.6749999999996))",140.195833333322,35.6791666666663,241,123129,Chiba Ken,Yotsukaido Shi,12228,1401958356792,5
"POLYGON ((140.183333333322 35.6749999999996,140.191666666656 35.6749999999996,140.191666666656 35.683333333333,140.183333333322 35.683333333333,140.183333333322 35.6749999999996))",140.187499999989,35.6791666666663,252,123130,Chiba Ken,Yotsukaido Shi,12228,1401875356792,8
"POLYGON ((140.174999999989 35.6749999999996,140.183333333322 35.6749999999996,140.183333333322 35.683333333333,140.174999999989 35.683333333333,140.174999999989 35.6749999999996))",140.179166666655,35.6791666666663,250,123131,Chiba Ken,Yotsukaido Shi,12228,1401792356792,29
"POLYGON ((140.166666666656 35.6749999999996,140.174999999989 35.6749999999996,140.174999999989 35.683333333333,140.166666666656 35.683333333333,140.166666666656 35.6749999999996))",140.170833333322,35.6791666666663,250,123132,Chiba Ken,Yotsukaido Shi,12228,1401708356792,26
"POLYGON ((140.224999999989 35.6749999999996,140.233333333322 35.6749999999996,140.233333333322 35.683333333333,140.224999999989 35.683333333333,140.224999999989 35.6749999999996))",140.229166666655,35.6791666666663,258,123133,Chiba Ken,Sakura Shi,12212,1402292356792,47
"POLYGON ((140.216666666656 35.6749999999996,140.224999999989 35.6749999999996,140.224999999989 35.683333333333,140.216666666656 35.683333333333,140.216666666656 35.6749999999996))",140.220833333323,35.6791666666663,258,123134,Chiba Ken,Sakura Shi,12212,1402208356792,32
"POLYGON ((140.208333333322 35.6749999999996,140.216666666656 35.6749999999996,140.216666666656 35.683333333333,140.208333333322 35.683333333333,140.208333333322 35.6749999999996))",140.212499999989,35.6791666666663,263,123135,Chiba Ken,Sakura Shi,12212,1402125356792,6
"POLYGON ((140.199999999989 35.6749999999996,140.208333333322 35.6749999999996,140.208333333322 35.683333333333,140.199999999989 35.683333333333,140.199999999989 35.6749999999996))",140.204166666656,35.6791666666663,175,123136,Chiba Ken,Yotsukaido Shi,12228,1402042356792,3
"POLYGON ((140.258333333322 35.6749999999996,140.266666666656 35.6749999999996,140.266666666656 35.683333333333,140.258333333322 35.683333333333,140.258333333322 35.6749999999996))",140.262499999989,35.6791666666663,264,123137,Chiba Ken,Sakura Shi,12212,1402625356792,19
"POLYGON ((140.249999999989 35.6749999999996,140.258333333322 35.6749999999996,140.258333333322 35.683333333333,140.249999999989 35.683333333333,140.249999999989 35.6749999999996))",140.254166666655,35.6791666666663,195,123138,Chiba Ken,Sakura Shi,12212,1402542356792,14
"POLYGON ((140.241666666656 35.6749999999996,140.249999999989 35.6749999999996,140.249999999989 35.683333333333,140.241666666656 35.683333333333,140.241666666656 35.6749999999996))",140.245833333322,35.6791666666663,258,123139,Chiba Ken,Sakura Shi,12212,1402458356792,28
"POLYGON ((140.233333333322 35.6749999999996,140.241666666656 35.6749999999996,140.241666666656 35.683333333333,140.233333333322 35.683333333333,140.233333333322 35.6749999999996))",140.237499999989,35.6791666666663,257,123140,Chiba Ken,Sakura Shi,12212,1402375356792,37
"POLYGON ((139.916666666656 35.6833333333329,139.924999999989 35.6833333333329,139.924999999989 35.6916666666663,139.916666666656 35.6916666666663,139.916666666656 35.6833333333329))",139.920833333322,35.6874999999996,260,123590,Chiba Ken,Ichikawa Shi,12203,1399208356875,7
"POLYGON ((139.908333333323 35.6833333333329,139.916666666656 35.6833333333329,139.916666666656 35.6916666666663,139.908333333323 35.6916666666663,139.908333333323 35.6833333333329))",139.91249999999,35.6874999999996,142,123591,Chiba Ken,Ichikawa Shi,12203,1399125356875,5
"POLYGON ((139.949999999989 35.6833333333329,139.958333333323 35.6833333333329,139.958333333323 35.6916666666663,139.949999999989 35.6916666666663,139.949999999989 35.6833333333329))",139.954166666656,35.6874999999996,149,123594,Chiba Ken,Ichikawa Shi,12203,1399542356875,0
"POLYGON ((139.941666666656 35.6833333333329,139.949999999989 35.6833333333329,139.949999999989 35.6916666666663,139.941666666656 35.6916666666663,139.941666666656 35.6833333333329))",139.945833333322,35.6874999999996,149,123595,Chiba Ken,Ichikawa Shi,12203,1399458356875,9
"POLYGON ((139.933333333323 35.6833333333329,139.941666666656 35.6833333333329,139.941666666656 35.6916666666663,139.933333333323 35.6916666666663,139.933333333323 35.6833333333329))",139.937499999989,35.6874999999996,150,123596,Chiba Ken,Ichikawa Shi,12203,1399375356875,2
"POLYGON ((139.924999999989 35.6833333333329,139.933333333323 35.6833333333329,139.933333333323 35.6916666666663,139.924999999989 35.6916666666663,139.924999999989 35.6833333333329))",139.929166666656,35.6874999999996,225,123597,Chiba Ken,Ichikawa Shi,12203,1399292356875,5
"POLYGON ((139.983333333323 35.6833333333329,139.991666666656 35.6833333333329,139.991666666656 35.6916666666663,139.983333333323 35.6916666666663,139.983333333323 35.6833333333329))",139.98749999999,35.6874999999996,153,123598,Chiba Ken,Funabashi Shi,12204,1399875356875,7
"POLYGON ((139.974999999989 35.6833333333329,139.983333333323 35.6833333333329,139.983333333323 35.6916666666663,139.974999999989 35.6916666666663,139.974999999989 35.6833333333329))",139.979166666656,35.6874999999996,260,123599,Chiba Ken,Funabashi Shi,12204,1399792356875,4
"POLYGON ((139.966666666656 35.6833333333329,139.974999999989 35.6833333333329,139.974999999989 35.6916666666663,139.966666666656 35.6916666666663,139.966666666656 35.6833333333329))",139.970833333323,35.6874999999996,149,123600,Chiba Ken,Funabashi Shi,12204,1399708356875,4
"POLYGON ((139.958333333323 35.6833333333329,139.966666666656 35.6833333333329,139.966666666656 35.6916666666663,139.958333333323 35.6916666666663,139.958333333323 35.6833333333329))",139.96249999999,35.6874999999996,149,123601,Chiba Ken,Ichikawa Shi,12203,1399625356875,2
"POLYGON ((140.016666666656 35.6833333333329,140.024999999989 35.6833333333329,140.024999999989 35.6916666666663,140.016666666656 35.6916666666663,140.016666666656 35.6833333333329))",140.020833333322,35.6874999999996,249,123602,Chiba Ken,Narashino Shi,12216,1400208356875,19
"POLYGON ((140.008333333323 35.6833333333329,140.016666666656 35.6833333333329,140.016666666656 35.6916666666663,140.008333333323 35.6916666666663,140.008333333323 35.6833333333329))",140.01249999999,35.6874999999996,240,123603,Chiba Ken,Narashino Shi,12216,1400125356875,15
"POLYGON ((139.999999999989 35.6833333333329,140.008333333323 35.6833333333329,140.008333333323 35.6916666666663,139.999999999989 35.6916666666663,139.999999999989 35.6833333333329))",140.004166666656,35.6874999999996,248,123604,Chiba Ken,Narashino Shi,12216,1400042356875,9
"POLYGON ((139.991666666656 35.6833333333329,139.999999999989 35.6833333333329,139.999999999989 35.6916666666663,139.991666666656 35.6916666666663,139.991666666656 35.6833333333329))",139.995833333322,35.6874999999996,248,123605,Chiba Ken,Funabashi Shi,12204,1399958356875,1
"POLYGON ((140.049999999989 35.6833333333329,140.058333333323 35.6833333333329,140.058333333323 35.6916666666663,140.049999999989 35.6916666666663,140.049999999989 35.6833333333329))",140.054166666656,35.6874999999996,248,123606,Chiba Ken,Narashino Shi,12216,1400542356875,23
"POLYGON ((140.041666666656 35.6833333333329,140.049999999989 35.6833333333329,140.049999999989 35.6916666666663,140.041666666656 35.6916666666663,140.041666666656 35.6833333333329))",140.045833333323,35.6874999999996,248,123607,Chiba Ken,Narashino Shi,12216,1400458356875,27
"POLYGON ((140.033333333323 35.6833333333329,140.041666666656 35.6833333333329,140.041666666656 35.6916666666663,140.033333333323 35.6916666666663,140.033333333323 35.6833333333329))",140.03749999999,35.6874999999996,239,123608,Chiba Ken,Narashino Shi,12216,1400375356875,18
"POLYGON ((140.024999999989 35.6833333333329,140.033333333323 35.6833333333329,140.033333333323 35.6916666666663,140.024999999989 35.6916666666663,140.024999999989 35.6833333333329))",140.029166666656,35.6874999999996,249,123609,Chiba Ken,Narashino Shi,12216,1400292356875,10
"POLYGON ((140.083333333322 35.6833333333329,140.091666666656 35.6833333333329,140.091666666656 35.6916666666663,140.083333333322 35.6916666666663,140.083333333322 35.6833333333329))",140.087499999989,35.6874999999996,248,123610,Chiba Ken,Chiba Shi,12100,1400875356875,30
"POLYGON ((140.074999999989 35.6833333333329,140.083333333322 35.6833333333329,140.083333333322 35.6916666666663,140.074999999989 35.6916666666663,140.074999999989 35.6833333333329))",140.079166666656,35.6874999999996,243,123611,Chiba Ken,Chiba Shi,12100,1400792356875,18
"POLYGON ((140.066666666656 35.6833333333329,140.074999999989 35.6833333333329,140.074999999989 35.6916666666663,140.066666666656 35.6916666666663,140.066666666656 35.6833333333329))",140.070833333322,35.6874999999996,243,123612,Chiba Ken,Narashino Shi,12216,1400708356875,25
"POLYGON ((140.058333333323 35.6833333333329,140.066666666656 35.6833333333329,140.066666666656 35.6916666666663,140.058333333323 35.6916666666663,140.058333333323 35.6833333333329))",140.062499999989,35.6874999999996,242,123613,Chiba Ken,Narashino Shi,12216,1400625356875,26
"POLYGON ((140.116666666656 35.6833333333329,140.124999999989 35.6833333333329,140.124999999989 35.6916666666663,140.116666666656 35.6916666666663,140.116666666656 35.6833333333329))",140.120833333323,35.6874999999996,190,123614,Chiba Ken,Chiba Shi,12100,1401208356875,27
"POLYGON ((140.108333333322 35.6833333333329,140.116666666656 35.6833333333329,140.116666666656 35.6916666666663,140.108333333322 35.6916666666663,140.108333333322 35.6833333333329))",140.112499999989,35.6874999999996,250,123615,Chiba Ken,Chiba Shi,12100,1401125356875,27
"POLYGON ((140.099999999989 35.6833333333329,140.108333333322 35.6833333333329,140.108333333322 35.6916666666663,140.099999999989 35.6916666666663,140.099999999989 35.6833333333329))",140.104166666655,35.6874999999996,254,123616,Chiba Ken,Chiba Shi,12100,1401042356875,27
"POLYGON ((140.091666666656 35.6833333333329,140.099999999989 35.6833333333329,140.099999999989 35.6916666666663,140.091666666656 35.6916666666663,140.091666666656 35.6833333333329))",140.095833333323,35.6874999999996,254,123617,Chiba Ken,Chiba Shi,12100,1400958356875,30
"POLYGON ((140.149999999989 35.6833333333329,140.158333333322 35.6833333333329,140.158333333322 35.6916666666663,140.149999999989 35.6916666666663,140.149999999989 35.6833333333329))",140.154166666655,35.6874999999996,238,123618,Chiba Ken,Yotsukaido Shi,12228,1401542356875,23
"POLYGON ((140.141666666656 35.6833333333329,140.149999999989 35.6833333333329,140.149999999989 35.6916666666663,140.141666666656 35.6916666666663,140.141666666656 35.6833333333329))",140.145833333323,35.6874999999996,238,123619,Chiba Ken,Yotsukaido Shi,12228,1401458356875,24
"POLYGON ((140.133333333322 35.6833333333329,140.141666666656 35.6833333333329,140.141666666656 35.6916666666663,140.133333333322 35.6916666666663,140.133333333322 35.6833333333329))",140.137499999989,35.6874999999996,246,123620,Chiba Ken,Chiba Shi,12100,1401375356875,23
"POLYGON ((140.124999999989 35.6833333333329,140.133333333322 35.6833333333329,140.133333333322 35.6916666666663,140.124999999989 35.6916666666663,140.124999999989 35.6833333333329))",140.129166666656,35.6874999999996,251,123621,Chiba Ken,Chiba Shi,12100,1401292356875,31
"POLYGON ((140.183333333322 35.6833333333329,140.191666666656 35.6833333333329,140.191666666656 35.6916666666663,140.183333333322 35.6916666666663,140.183333333322 35.6833333333329))",140.187499999989,35.6874999999996,251,123622,Chiba Ken,Yotsukaido Shi,12228,1401875356875,31
"POLYGON ((140.174999999989 35.6833333333329,140.183333333322 35.6833333333329,140.183333333322 35.6916666666663,140.174999999989 35.6916666666663,140.174999999989 35.6833333333329))",140.179166666655,35.6874999999996,256,123623,Chiba Ken,Yotsukaido Shi,12228,1401792356875,30
"POLYGON ((140.166666666656 35.6833333333329,140.174999999989 35.6833333333329,140.174999999989 35.6916666666663,140.166666666656 35.6916666666663,140.166666666656 35.6833333333329))",140.170833333322,35.6874999999996,256,123624,Chiba Ken,Yotsukaido Shi,12228,1401708356875,31
"POLYGON ((140.158333333322 35.6833333333329,140.166666666656 35.6833333333329,140.166666666656 35.6916666666663,140.158333333322 35.6916666666663,140.158333333322 35.6833333333329))",140.162499999989,35.6874999999996,244,123625,Chiba Ken,Yotsukaido Shi,12228,1401625356875,27
"POLYGON ((140.216666666656 35.6833333333329,140.224999999989 35.6833333333329,140.224999999989 35.6916666666663,140.216666666656 35.6916666666663,140.216666666656 35.6833333333329))",140.220833333323,35.6874999999996,257,123626,Chiba Ken,Sakura Shi,12212,1402208356875,32
"POLYGON ((140.208333333322 35.6833333333329,140.216666666656 35.6833333333329,140.216666666656 35.6916666666663,140.208333333322 35.6916666666663,140.208333333322 35.6833333333329))",140.212499999989,35.6874999999996,258,123627,Chiba Ken,Sakura Shi,12212,1402125356875,19
"POLYGON ((140.199999999989 35.6833333333329,140.208333333322 35.6833333333329,140.208333333322 35.6916666666663,140.199999999989 35.6916666666663,140.199999999989 35.6833333333329))",140.204166666656,35.6874999999996,157,123628,Chiba Ken,Sakura Shi,12212,1402042356875,10
"POLYGON ((140.191666666656 35.6833333333329,140.199999999989 35.6833333333329,140.199999999989 35.6916666666663,140.191666666656 35.6916666666663,140.191666666656 35.6833333333329))",140.195833333322,35.6874999999996,227,123629,Chiba Ken,Yotsukaido Shi,12228,1401958356875,32
"POLYGON ((140.249999999989 35.6833333333329,140.258333333322 35.6833333333329,140.258333333322 35.6916666666663,140.249999999989 35.6916666666663,140.249999999989 35.6833333333329))",140.254166666655,35.6874999999996,264,123630,Chiba Ken,Sakura Shi,12212,1402542356875,30
"POLYGON ((140.241666666656 35.6833333333329,140.249999999989 35.6833333333329,140.249999999989 35.6916666666663,140.241666666656 35.6916666666663,140.241666666656 35.6833333333329))",140.245833333322,35.6874999999996,264,123631,Chiba Ken,Sakura Shi,12212,1402458356875,18
"POLYGON ((140.233333333322 35.6833333333329,140.241666666656 35.6833333333329,140.241666666656 35.6916666666663,140.233333333322 35.6916666666663,140.233333333322 35.6833333333329))",140.237499999989,35.6874999999996,169,123632,Chiba Ken,Sakura Shi,12212,1402375356875,16
"POLYGON ((140.224999999989 35.6833333333329,140.233333333322 35.6833333333329,140.233333333322 35.6916666666663,140.224999999989 35.6916666666663,140.224999999989 35.6833333333329))",140.229166666655,35.6874999999996,257,123633,Chiba Ken,Sakura Shi,12212,1402292356875,32
"POLYGON ((140.283333333322 35.6833333333329,140.291666666656 35.6833333333329,140.291666666656 35.6916666666663,140.283333333322 35.6916666666663,140.283333333322 35.6833333333329))",140.287499999989,35.6874999999996,263,123634,Chiba Ken,Yachimata Shi,12230,1402875356875,31
"POLYGON ((140.274999999989 35.6833333333329,140.283333333322 35.6833333333329,140.283333333322 35.6916666666663,140.274999999989 35.6916666666663,140.274999999989 35.6833333333329))",140.279166666655,35.6874999999996,263,123635,Chiba Ken,Sakura Shi,12212,1402792356875,27
"POLYGON ((140.266666666656 35.6833333333329,140.274999999989 35.6833333333329,140.274999999989 35.6916666666663,140.266666666656 35.6916666666663,140.266666666656 35.6833333333329))",140.270833333323,35.6874999999996,263,123636,Chiba Ken,Sakura Shi,12212,1402708356875,46
"POLYGON ((140.258333333322 35.6833333333329,140.266666666656 35.6833333333329,140.266666666656 35.6916666666663,140.258333333322 35.6916666666663,140.258333333322 35.6833333333329))",140.262499999989,35.6874999999996,263,123637,Chiba Ken,Sakura Shi,12212,1402625356875,37
"POLYGON ((140.316666666656 35.6833333333329,140.324999999989 35.6833333333329,140.324999999989 35.6916666666663,140.316666666656 35.6916666666663,140.316666666656 35.6833333333329))",140.320833333322,35.6874999999996,267,123638,Chiba Ken,Yachimata Shi,12230,1403208356875,38
"POLYGON ((140.308333333322 35.6833333333329,140.316666666656 35.6833333333329,140.316666666656 35.6916666666663,140.308333333322 35.6916666666663,140.308333333322 35.6833333333329))",140.312499999989,35.6874999999996,264,123639,Chiba Ken,Yachimata Shi,12230,1403125356875,42
"POLYGON ((140.299999999989 35.6833333333329,140.308333333322 35.6833333333329,140.308333333322 35.6916666666663,140.299999999989 35.6916666666663,140.299999999989 35.6833333333329))",140.304166666655,35.6874999999996,250,123640,Chiba Ken,Yachimata Shi,12230,1403042356875,36
"POLYGON ((140.291666666656 35.6833333333329,140.299999999989 35.6833333333329,140.299999999989 35.6916666666663,140.291666666656 35.6916666666663,140.291666666656 35.6833333333329))",140.295833333322,35.6874999999996,250,123641,Chiba Ken,Yachimata Shi,12230,1402958356875,41
"POLYGON ((140.349999999989 35.6833333333329,140.358333333322 35.6833333333329,140.358333333322 35.6916666666663,140.349999999989 35.6916666666663,140.349999999989 35.6833333333329))",140.354166666655,35.6874999999996,258,123642,Chiba Ken,Tomisato Shi,12233,1403542356875,44
"POLYGON ((140.341666666656 35.6833333333329,140.349999999989 35.6833333333329,140.349999999989 35.6916666666663,140.341666666656 35.6916666666663,140.341666666656 35.6833333333329))",140.345833333323,35.6874999999996,258,123643,Chiba Ken,Tomisato Shi,12233,1403458356875,40
"POLYGON ((140.333333333322 35.6833333333329,140.341666666656 35.6833333333329,140.341666666656 35.6916666666663,140.333333333322 35.6916666666663,140.333333333322 35.6833333333329))",140.337499999989,35.6874999999996,255,123644,Chiba Ken,Tomisato Shi,12233,1403375356875,41
"POLYGON ((140.324999999989 35.6833333333329,140.333333333322 35.6833333333329,140.333333333322 35.6916666666663,140.324999999989 35.6916666666663,140.324999999989 35.6833333333329))",140.329166666655,35.6874999999996,267,123645,Chiba Ken,Tomisato Shi,12233,1403292356875,42
"POLYGON ((140.383333333322 35.6833333333329,140.391666666656 35.6833333333329,140.391666666656 35.6916666666663,140.383333333322 35.6916666666663,140.383333333322 35.6833333333329))",140.387499999989,35.6874999999996,262,123646,Chiba Ken,Tomisato Shi,12233,1403875356875,45
"POLYGON ((140.374999999989 35.6833333333329,140.383333333322 35.6833333333329,140.383333333322 35.6916666666663,140.374999999989 35.6916666666663,140.374999999989 35.6833333333329))",140.379166666656,35.6874999999996,213,123647,Chiba Ken,Tomisato Shi,12233,1403792356875,43
"POLYGON ((140.366666666656 35.6833333333329,140.374999999989 35.6833333333329,140.374999999989 35.6916666666663,140.366666666656 35.6916666666663,140.366666666656 35.6833333333329))",140.370833333322,35.6874999999996,262,123648,Chiba Ken,Tomisato Shi,12233,1403708356875,44
"POLYGON ((140.358333333322 35.6833333333329,140.366666666656 35.6833333333329,140.366666666656 35.6916666666663,140.358333333322 35.6916666666663,140.358333333322 35.6833333333329))",140.362499999989,35.6874999999996,250,123649,Chiba Ken,Tomisato Shi,12233,1403625356875,46
"POLYGON ((140.416666666656 35.6833333333329,140.424999999989 35.6833333333329,140.424999999989 35.6916666666663,140.416666666656 35.6916666666663,140.416666666656 35.6833333333329))",140.420833333323,35.6874999999996,257,123650,Chiba Ken,Shibayama Machi,12409,1404208356875,35
"POLYGON ((140.408333333322 35.6833333333329,140.416666666656 35.6833333333329,140.416666666656 35.6916666666663,140.408333333322 35.6916666666663,140.408333333322 35.6833333333329))",140.412499999989,35.6874999999996,259,123651,Chiba Ken,Shibayama Machi,12409,1404125356875,51
"POLYGON ((140.399999999989 35.6833333333329,140.408333333322 35.6833333333329,140.408333333322 35.6916666666663,140.399999999989 35.6916666666663,140.399999999989 35.6833333333329))",140.404166666655,35.6874999999996,269,123652,Chiba Ken,Shibayama Machi,12409,1404042356875,54
"POLYGON ((140.391666666656 35.6833333333329,140.399999999989 35.6833333333329,140.399999999989 35.6916666666663,140.391666666656 35.6916666666663,140.391666666656 35.6833333333329))",140.395833333322,35.6874999999996,206,123653,Chiba Ken,Tomisato Shi,12233,1403958356875,43
"POLYGON ((140.449999999989 35.6833333333329,140.458333333322 35.6833333333329,140.458333333322 35.6916666666663,140.449999999989 35.6916666666663,140.449999999989 35.6833333333329))",140.454166666656,35.6874999999996,144,123654,Chiba Ken,Yokoshibahikari Machi,12410,1404542356875,7
"POLYGON ((140.441666666655 35.6833333333329,140.449999999989 35.6833333333329,140.449999999989 35.6916666666663,140.441666666655 35.6916666666663,140.441666666655 35.6833333333329))",140.445833333322,35.6874999999996,144,123655,Chiba Ken,Yokoshibahikari Machi,12410,1404458356875,10
"POLYGON ((140.433333333322 35.6833333333329,140.441666666655 35.6833333333329,140.441666666655 35.6916666666663,140.433333333322 35.6916666666663,140.433333333322 35.6833333333329))",140.437499999989,35.6874999999996,178,123656,Chiba Ken,Yokoshibahikari Machi,12410,1404375356875,47
"POLYGON ((140.424999999989 35.6833333333329,140.433333333322 35.6833333333329,140.433333333322 35.6916666666663,140.424999999989 35.6916666666663,140.424999999989 35.6833333333329))",140.429166666656,35.6874999999996,257,123657,Chiba Ken,Yokoshibahikari Machi,12410,1404292356875,12
"POLYGON ((140.483333333322 35.6833333333329,140.491666666655 35.6833333333329,140.491666666655 35.6916666666663,140.483333333322 35.6916666666663,140.483333333322 35.6833333333329))",140.487499999989,35.6874999999996,245,123658,Chiba Ken,Yokoshibahikari Machi,12410,1404875356875,3
"POLYGON ((140.474999999989 35.6833333333329,140.483333333322 35.6833333333329,140.483333333322 35.6916666666663,140.474999999989 35.6916666666663,140.474999999989 35.6833333333329))",140.479166666655,35.6874999999996,253,123659,Chiba Ken,Yokoshibahikari Machi,12410,1404792356875,4
"POLYGON ((140.466666666655 35.6833333333329,140.474999999989 35.6833333333329,140.474999999989 35.6916666666663,140.466666666655 35.6916666666663,140.466666666655 35.6833333333329))",140.470833333322,35.6874999999996,146,123660,Chiba Ken,Yokoshibahikari Machi,12410,1404708356875,3
"POLYGON ((140.458333333322 35.6833333333329,140.466666666655 35.6833333333329,140.466666666655 35.6916666666663,140.458333333322 35.6916666666663,140.458333333322 35.6833333333329))",140.462499999988,35.6874999999996,140,123661,Chiba Ken,Yokoshibahikari Machi,12410,1404625356875,10
"POLYGON ((140.516666666655 35.6833333333329,140.524999999989 35.6833333333329,140.524999999989 35.6916666666663,140.516666666655 35.6916666666663,140.516666666655 35.6833333333329))",140.520833333322,35.6874999999996,256,123662,Chiba Ken,Sosa Shi,12235,1405208356875,13
"POLYGON ((140.508333333322 35.6833333333329,140.516666666655 35.6833333333329,140.516666666655 35.6916666666663,140.508333333322 35.6916666666663,140.508333333322 35.6833333333329))",140.512499999989,35.6874999999996,241,123663,Chiba Ken,Sosa Shi,12235,1405125356875,8
"POLYGON ((140.499999999989 35.6833333333329,140.508333333322 35.6833333333329,140.508333333322 35.6916666666663,140.499999999989 35.6916666666663,140.499999999989 35.6833333333329))",140.504166666656,35.6874999999996,179,123664,Chiba Ken,Yokoshibahikari Machi,12410,1405042356875,5
"POLYGON ((140.491666666655 35.6833333333329,140.499999999989 35.6833333333329,140.499999999989 35.6916666666663,140.491666666655 35.6916666666663,140.491666666655 35.6833333333329))",140.495833333322,35.6874999999996,146,123665,Chiba Ken,Yokoshibahikari Machi,12410,1404958356875,38
"POLYGON ((140.549999999989 35.6833333333329,140.558333333322 35.6833333333329,140.558333333322 35.6916666666663,140.549999999989 35.6916666666663,140.549999999989 35.6833333333329))",140.554166666656,35.6874999999996,141,123666,Chiba Ken,Sosa Shi,12235,1405542356875,7
"POLYGON ((140.541666666655 35.6833333333329,140.549999999989 35.6833333333329,140.549999999989 35.6916666666663,140.541666666655 35.6916666666663,140.541666666655 35.6833333333329))",140.545833333322,35.6874999999996,141,123667,Chiba Ken,Sosa Shi,12235,1405458356875,6
"POLYGON ((140.533333333322 35.6833333333329,140.541666666655 35.6833333333329,140.541666666655 35.6916666666663,140.533333333322 35.6916666666663,140.533333333322 35.6833333333329))",140.537499999988,35.6874999999996,260,123668,Chiba Ken,Sosa Shi,12235,1405375356875,6
"POLYGON ((140.524999999989 35.6833333333329,140.533333333322 35.6833333333329,140.533333333322 35.6916666666663,140.524999999989 35.6916666666663,140.524999999989 35.6833333333329))",140.529166666656,35.6874999999996,256,123669,Chiba Ken,Sosa Shi,12235,1405292356875,6
"POLYGON ((140.583333333322 35.6833333333329,140.591666666655 35.6833333333329,140.591666666655 35.6916666666663,140.583333333322 35.6916666666663,140.583333333322 35.6833333333329))",140.587499999988,35.6874999999996,260,123670,Chiba Ken,Sosa Shi,12235,1405875356875,2
"POLYGON ((140.574999999989 35.6833333333329,140.583333333322 35.6833333333329,140.583333333322 35.6916666666663,140.574999999989 35.6916666666663,140.574999999989 35.6833333333329))",140.579166666656,35.6874999999996,141,123671,Chiba Ken,Sosa Shi,12235,1405792356875,6
"POLYGON ((140.566666666655 35.6833333333329,140.574999999989 35.6833333333329,140.574999999989 35.6916666666663,140.566666666655 35.6916666666663,140.566666666655 35.6833333333329))",140.570833333322,35.6874999999996,141,123672,Chiba Ken,Sosa Shi,12235,1405708356875,13
